id_trades|trade_usd|kg|quantity|id_flow|id_year|id_quantity|id_code|id_country
1|1431426.0|0.0|23000.0|1|1|1|6929|155
2|31406.0|0.0|2545.0|1|1|1|6931|155
3|950.0|0.0|300.0|2|1|1|6931|155
4|950.0|0.0|300.0|3|1|1|6931|155
5|18251.0|0.0|450.0|1|1|1|6933|155
6|1800859.0|0.0|58683.0|1|1|1|6934|155
7|2100927.0|0.0|172909.0|1|1|1|6935|155
8|201837.0|0.0|630000.0|1|1|1|6939|155
9|19683.0|0.0|3160.0|1|1|1|6945|155
10|221126.0|0.0|22169.0|1|1|1|6946|155
11|9505.0|0.0|978.0|2|1|1|6947|155
12|9505.0|0.0|978.0|3|1|1|6947|155
13|70791.0|0.0|5451.0|1|2|1|6925|155
14|40882.0|0.0|3765.0|1|2|1|6931|155
15|282.0|0.0|60.0|2|2|1|6931|155
16|282.0|0.0|60.0|3|2|1|6931|155
17|1355051.0|0.0|56995.0|1|2|1|6934|155
18|291178.0|0.0|11307.0|1|2|1|6935|155
19|251488.0|0.0|4954.0|1|2|1|6938|155
20|66642.0|0.0|5231.0|1|2|1|6940|155
21|5782.0|0.0|1143.0|1|2|1|6945|155
22|43944.0|0.0|3586.0|1|2|1|6946|155
23|137221.0|0.0|4278.0|2|2|1|6946|155
24|137221.0|0.0|4278.0|3|2|1|6946|155
25|136336.0|0.0|5646.0|1|2|1|6947|155
26|42100.0|2479.0|2479.0|1|3|2|6925|155
27|33558.0|339.0|339.0|1|3|2|6928|155
28|327946.0|16000.0|16000.0|1|3|2|6929|155
29|28378.0|956.0|956.0|1|3|2|6931|155
30|2042182.0|553623.0|553623.0|1|3|2|6933|155
31|312258.0|18777.0|18777.0|1|3|2|6934|155
32|53508.0|4000.0|4000.0|2|3|2|6934|155
33|53508.0|4000.0|4000.0|3|3|2|6934|155
34|409683.0|14790.0|14790.0|1|3|2|6935|155
35|65066.0|1000.0|1000.0|2|3|2|6935|155
36|65066.0|1000.0|1000.0|3|3|2|6935|155
37|6115.0|234.0|234.0|1|3|2|6936|155
38|3038.0|744.0|744.0|1|3|2|6941|155
39|31879.0|2561.0|2561.0|1|3|2|6945|155
40|2030.0|129.0|129.0|2|3|2|6945|155
41|2030.0|129.0|129.0|3|3|2|6945|155
42|51359.0|9502.0|9502.0|1|3|2|6946|155
43|8437.0|324.0|324.0|1|3|2|6947|155
44|2304489.0|597566.0|597566.0|1|4|2|6928|155
45|838.0|18.0|18.0|2|4|2|6928|155
46|838.0|18.0|18.0|3|4|2|6928|155
47|3443882.0|121871.0|121871.0|1|4|2|6929|155
48|11233.0|998.0|998.0|1|4|2|6931|155
49|19817.0|1373.0|1373.0|1|4|2|6933|155
50|15718.0|10000.0|10000.0|2|4|2|6933|155
51|15718.0|10000.0|10000.0|3|4|2|6933|155
52|35152.0|1756.0|1756.0|1|4|2|6934|155
53|116303.0|7582.0|7582.0|1|4|2|6935|155
54|5199.0|14.0|14.0|1|4|2|6940|155
55|3934.0|308.0|308.0|1|4|2|6941|155
56|29486.0|1706.0|1706.0|1|4|2|6945|155
57|124607.0|7999.0|7999.0|1|4|2|6946|155
58|2248.0|83.0|83.0|2|4|2|6946|155
59|2248.0|83.0|83.0|3|4|2|6946|155
60|1013.0|804.0|804.0|1|4|2|6947|155
61|14636.0|0.0|0.0|1|5|3|6925|155
62|641191.0|0.0|0.0|1|5|3|6929|155
63|38585.0|0.0|3.0|1|5|1|6931|155
64|18360.0|0.0|1.0|1|5|1|6933|155
65|54523.0|0.0|1.0|1|5|1|6934|155
66|29132.0|0.0|2.0|1|5|1|6935|155
67|11097.0|0.0|0.0|1|5|3|6939|155
68|1484.0|0.0|0.0|1|5|3|6940|155
69|3.0|0.0|0.0|1|5|3|6941|155
70|14737.0|0.0|0.0|1|5|3|6945|155
71|31329.0|0.0|0.0|1|5|3|6946|155
72|297.0|0.0|0.0|2|5|3|6946|155
73|297.0|0.0|0.0|3|5|3|6946|155
74|152.0|0.0|0.0|1|5|3|6947|155
75|180856.0|43708.0||1|6|3|6925|156
76|397804.0|800.0||2|6|3|6925|156
77|397804.0|800.0||3|6|3|6925|156
78|187446.0|7405.0||1|6|3|6928|156
79|104813.0|246080.0||1|6|3|6929|156
80|33268.0|7890.0||1|6|3|6931|156
81|80033.0|4000.0||1|6|3|6934|156
82|40221.0|3908.0||1|6|3|6935|156
83|12728.0|5997.0||1|6|3|6936|156
84|433.0|492.0||2|6|3|6940|156
85|91028.0|17922.0||1|6|3|6941|156
86|18057.0|245.0||1|6|3|6945|156
87|55337.0|15934.0||1|6|3|6946|156
88|7509.0|2000.0|0.0|1|6|1|6947|156
89|199899.0|30401.0||1|7|3|6925|156
90|59207.0|15000.0||1|7|3|6946|156
91|38016.0|574.0||1|8|3|6928|156
92|9757.0|1667.0||1|8|3|6931|156
93|21021.0|1354.0||1|8|3|6938|156
94|184372.0|256.0||1|8|3|6941|156
95|4825.0|0.0|2.0|2|9|1|6934|156
96|8345.0|0.0|3.0|1|9|1|6935|156
97|165188.0|0.0|1.0|1|9|1|6938|156
98|2950.0|0.0|1.0|1|9|1|6940|156
99|13.0|0.0|4.0|1|9|1|6946|156
100|476.0|3500.0||1|10|3|6929|156
101|28382.0|18200.0|0.0|1|10|1|6934|156
102|4216541.0||14.0|1|6|1|6925|157
103|4935059.0||543.0|2|6|1|6925|157
104|69710.0||3.0|1|6|1|6926|157
105|9642.0||7.0|1|6|1|6927|157
106|14123225.0||43.0|1|6|1|6928|157
107|66276842.0||32.0|2|6|1|6928|157
108|223552.0||62.0|1|6|1|6929|157
109|3563.0|417.0|6.0|2|6|1|6929|157
110|2377225.0|159357.0|7226.0|1|6|1|6931|157
111|1642603.0|69231.0|3446.0|2|6|1|6931|157
112|6517040.0|288833.0|445.0|1|6|1|6933|157
113|3984824.0|164291.0|67.0|2|6|1|6933|157
114|995995.0||36.0|1|6|1|6934|157
115|1107290.0|39055.0|393.0|2|6|1|6934|157
116|60221319.0|3132923.0|3559.0|1|6|1|6935|157
117|64882654.0|3348278.0|893.0|2|6|1|6935|157
118|78137868.0||9675.0|1|6|1|6939|157
119|174887696.0|15886276.0|5144.0|2|6|1|6939|157
120|69693982.0||15793.0|1|6|1|6940|157
121|19033475.0||1934.0|2|6|1|6940|157
122|49303611.0|1713961.0|1277.0|1|6|1|6941|157
123|78855786.0||3119.0|2|6|1|6941|157
124|14057111.0||30050.0|1|6|1|6945|157
125|21053614.0||19307.0|2|6|1|6945|157
126|10042282.0|890959.0|40303.0|1|6|1|6946|157
127|6159347.0||84437.0|2|6|1|6946|157
128|102739.0|455099.0|1062.0|1|6|1|6947|157
129|5235517.0||10.0|2|6|1|6947|157
130|10259204.0||133.0|1|7|1|6925|157
131|57852057.0||10053.0|2|7|1|6925|157
132|262006.0|131444.0|2.0|2|7|1|6926|157
133|263533.0||4.0|1|7|1|6926|157
134|13480.0||25.0|2|7|1|6927|157
135|10912794.0||14.0|1|7|1|6928|157
136|62084350.0||27.0|2|7|1|6928|157
137|259434.0||8.0|1|7|1|6929|157
138|262547.0||930.0|2|7|1|6929|157
139|2148597.0|129385.0|2712.0|1|7|1|6931|157
140|1013243.0||1788.0|2|7|1|6931|157
141|6829783.0|287137.0|465.0|1|7|1|6933|157
142|4165932.0||130.0|2|7|1|6933|157
143|5331168.0||73.0|1|7|1|6934|157
144|8682258.0|244204.0|145.0|2|7|1|6934|157
145|82918237.0|4012604.0|3323.0|1|7|1|6935|157
146|63356934.0||859.0|2|7|1|6935|157
147|45891019.0||1072.0|1|7|1|6939|157
148|1286393542.0|111710253.0|11.0|2|7|1|6939|157
149|147311345.0||613.0|1|7|1|6940|157
150|23524940.0|2234287.0|7416.0|2|7|1|6940|157
151|77521935.0|2464221.0|2188.0|1|7|1|6941|157
152|65012345.0||2121.0|2|7|1|6941|157
153|17287975.0||11231.0|1|7|1|6945|157
154|13834489.0||8024.0|2|7|1|6945|157
155|63735519.0|5386519.0|38953.0|1|7|1|6946|157
156|39730067.0||16857.0|2|7|1|6946|157
157|3463.0|10184.0|53.0|1|7|1|6947|157
158|5532917.0||4709.0|2|7|1|6947|157
159|8038843.0||55.0|1|8|1|6925|157
160|40147513.0||24555.0|2|8|1|6925|157
161|10105.0|5103.0|2.0|1|8|1|6926|157
162|288223.0|128729.0|3.0|2|8|1|6926|157
163|5290945.0||18.0|1|8|1|6928|157
164|38039485.0||34.0|2|8|1|6928|157
165|23961.0||1.0|1|8|1|6929|157
166|2632.0||39.0|2|8|1|6929|157
167|4365221.0|226028.0|2153.0|1|8|1|6931|157
168|2533623.0|98280.0|1846.0|2|8|1|6931|157
169|9255554.0|435331.0|228.0|1|8|1|6933|157
170|4530860.0||34235.0|2|8|1|6933|157
171|1402141.0||90.0|1|8|1|6934|157
172|3225065.0||129.0|2|8|1|6934|157
173|117921938.0|6410226.0|5202.0|1|8|1|6935|157
174|99225442.0|4083801.0|1797.0|2|8|1|6935|157
175|78600511.0||3.0|1|8|1|6939|157
176|1267765421.0|100663729.0|25.0|2|8|1|6939|157
177|10630213.0||11274.0|1|8|1|6940|157
178|26027065.0||137.0|2|8|1|6940|157
179|93361046.0|3144764.0|723.0|1|8|1|6941|157
180|123428941.0||986.0|2|8|1|6941|157
181|17620495.0||11352.0|1|8|1|6945|157
182|16716756.0|445096.0|9358.0|2|8|1|6945|157
183|30891810.0|2500279.0|59939.0|1|8|1|6946|157
184|9959018.0||16074.0|2|8|1|6946|157
185|15763.0||199.0|1|8|1|6947|157
186|13192407.0||4.0|2|8|1|6947|157
187|1260694.0||13.0|1|11|1|6925|157
188|62936947.0||107.0|2|11|1|6925|157
189|762262450.0||30.0|1|11|1|6928|157
190|1399614688.0||21.0|2|11|1|6928|157
191|4756779.0|291533.0|6911.0|1|11|1|6931|157
192|2752859.0|86732.0|2667.0|2|11|1|6931|157
193|18213297.0||395.0|1|11|1|6933|157
194|12129600.0|473543.0|97.0|2|11|1|6933|157
195|3971073.0||119.0|1|11|1|6934|157
196|851928.0|25894.0|50.0|2|11|1|6934|157
197|109844233.0|5487568.0|5263.0|1|11|1|6935|157
198|116373936.0||843.0|2|11|1|6935|157
199|13395538.0||6.0|1|11|1|6936|157
200|11398650.0|1278858.0|6.0|2|11|1|6936|157
201|3157110.0|430274.0|2.0|1|11|1|6938|157
202|3316903.0|322935.0|8.0|2|11|1|6938|157
203|1598.0|199.0|40.0|1|11|1|6939|157
204|780635222.0||6.0|2|11|1|6939|157
205|74619842.0||147.0|1|11|1|6940|157
206|6269917.0||105.0|2|11|1|6940|157
207|359070748.0||702.0|1|11|1|6941|157
208|68321510.0|1831766.0|397.0|2|11|1|6941|157
209|21369097.0||12294.0|1|11|1|6945|157
210|10204351.0||10625.0|2|11|1|6945|157
211|14462931.0|1279815.0|57387.0|1|11|1|6946|157
212|13660511.0|1006672.0|19280.0|2|11|1|6946|157
213|695520.0|1961060.0|6.0|1|11|1|6947|157
214|6454.0||379.0|2|11|1|6947|157
215|12792284.0||14.0|1|12|1|6925|157
216|27868910.0||22.0|2|12|1|6925|157
217|127358983.0||6.0|1|12|1|6926|157
218|16371430.0||1.0|1|12|1|6927|157
219|2739427571.0||60.0|1|12|1|6928|157
220|42897450.0||159.0|2|12|1|6928|157
221|53440.0||2.0|1|12|1|6929|157
222|2184015.0||917.0|1|12|1|6931|157
223|1520052.0||556.0|2|12|1|6931|157
224|12591084.0||542.0|1|12|1|6933|157
225|12794629.0||449.0|2|12|1|6933|157
226|2637877.0||73.0|1|12|1|6934|157
227|9608736.0||253856.0|2|12|1|6934|157
228|106017562.0||5500.0|1|12|1|6935|157
229|84688353.0||1854.0|2|12|1|6935|157
230|33452495.0||263.0|1|12|1|6936|157
231|1517276.0||562.0|2|12|1|6936|157
232|3308286.0||8.0|1|12|1|6938|157
233|3930174.0||23.0|2|12|1|6938|157
234|147831299.0||36.0|1|12|1|6939|157
235|2678331084.0||45.0|2|12|1|6939|157
236|81974410.0||168.0|1|12|1|6940|157
237|328335044.0||2031.0|2|12|1|6940|157
238|27903071.0||570.0|1|12|1|6941|157
239|51401103.0||993.0|2|12|1|6941|157
240|21352014.0||12558.0|1|12|1|6945|157
241|7552799.0||3119.0|2|12|1|6945|157
242|78737601.0||78602.0|1|12|1|6946|157
243|27977416.0||23461.0|2|12|1|6946|157
244|877064.0||7.0|1|12|1|6947|157
245|2251448.0||28.0|2|12|1|6947|157
246|11436669.0||8.0|1|13|1|6925|157
247|38658959.0||11.0|2|13|1|6925|157
248|10054040.0||10.0|1|13|1|6926|157
249|936921.0|337666.0|7.0|2|13|1|6926|157
250|13962.0||6.0|2|13|1|6927|157
251|1598507044.0|976512955.0|52.0|1|13|1|6928|157
252|214084990.0|104795595.0|30.0|2|13|1|6928|157
253|3099111.0||6.0|1|13|1|6929|157
254|3019442.0|426207.0|6.0|2|13|1|6929|157
255|3560065.0|204641.0|1450.0|1|13|1|6931|157
256|1476156.0|53930.0|582.0|2|13|1|6931|157
257|31869096.0|1499097.0|414.0|1|13|1|6933|157
258|24415202.0|988028.0|376.0|2|13|1|6933|157
259|18258123.0|774338.0|53.0|1|13|1|6934|157
260|35242254.0|1129117.0|38.0|2|13|1|6934|157
261|86543659.0|4809096.0|3054.0|1|13|1|6935|157
262|76982077.0|3236906.0|1592.0|2|13|1|6935|157
263|2310429.0|239633.0|10.0|1|13|1|6936|157
264|128781005.0|10055750.0|36.0|2|13|1|6936|157
265|9505282.0||3.0|1|13|1|6938|157
266|271210.0|15869.0|1.0|2|13|1|6938|157
267|5078778536.0||31.0|2|13|1|6939|157
268|17610673.0||123.0|1|13|1|6940|157
269|13042724.0|1324221.0|219.0|2|13|1|6940|157
270|24104132.0||620.0|1|13|1|6941|157
271|33182951.0|1559586.0|5096.0|2|13|1|6941|157
272|6100754.0|203286.0|6262.0|2|13|1|6945|157
273|11292199.0|467991.0|14176.0|1|13|1|6945|157
274|26486548.0|2538294.0|45901.0|1|13|1|6946|157
275|27525381.0|2018293.0|73235.0|2|13|1|6946|157
276|1658.0|5610.0|73.0|1|13|1|6947|157
277|45398.0||40.0|2|13|1|6947|157
278|8547208.0||17.0|1|14|1|6925|157
279|49902016.0||68.0|2|14|1|6925|157
280|15145880.0||3.0|1|14|1|6926|157
281|135371.0|46396.0|7.0|2|14|1|6926|157
282|928307.0||3.0|2|14|1|6927|157
283|926677941.0||51.0|1|14|1|6928|157
284|145892332.0||22.0|2|14|1|6928|157
285|752075.0||4.0|1|14|1|6929|157
286|2357029.0|142234.0|4913.0|1|14|1|6931|157
287|1201317.0|41869.0|9121.0|2|14|1|6931|157
288|31778064.0||550.0|1|14|1|6933|157
289|44446315.0|1653889.0|233.0|2|14|1|6933|157
290|10747345.0|452288.0|236.0|1|14|1|6934|157
291|37442925.0|1135768.0|103.0|2|14|1|6934|157
292|63818430.0|3328545.0|2660.0|1|14|1|6935|157
293|52638777.0|1983907.0|2069.0|2|14|1|6935|157
294|2631211.0||4.0|1|14|1|6936|157
295|17878219.0|1948818.0|70.0|2|14|1|6936|157
296|22259.0||6.0|1|14|1|6939|157
297|1893675757.0||29.0|2|14|1|6939|157
298|67415609.0||273.0|1|14|1|6940|157
299|23684575.0||244.0|2|14|1|6940|157
300|33947080.0|1532763.0|1349.0|1|14|1|6941|157
301|26327537.0|1198949.0|2020.0|2|14|1|6941|157
302|12446532.0|442372.0|20156.0|1|14|1|6945|157
303|6439609.0|187362.0|10395.0|2|14|1|6945|157
304|12843958.0|1023284.0|47354.0|1|14|1|6946|157
305|11765917.0|746314.0|20065.0|2|14|1|6946|157
306|121981.0|706240.0|87.0|1|14|1|6947|157
307|71496.0||644.0|2|14|1|6947|157
308|49932440.0||34.0|1|15|1|6925|157
309|32306510.0|1997253.0|33.0|2|15|1|6925|157
310|9379383.0||14.0|1|15|1|6926|157
311|1219863.0||16.0|2|15|1|6926|157
312|718819475.0||48.0|1|15|1|6928|157
313|22522189.0||103.0|2|15|1|6928|157
314|2713151.0|153826.0|12164.0|1|15|1|6931|157
315|1864903.0|66153.0|14273.0|2|15|1|6931|157
316|38513816.0|1579644.0|480.0|1|15|1|6933|157
317|33160122.0||298.0|2|15|1|6933|157
318|7765453.0|302877.0|35.0|1|15|1|6934|157
319|31564007.0|848848.0|922.0|2|15|1|6934|157
320|58379789.0|3035891.0|1880.0|1|15|1|6935|157
321|35619828.0|1259910.0|1482.0|2|15|1|6935|157
322|4793869.0||4.0|2|15|1|6936|157
323|113648912.0||4.0|1|15|1|6939|157
324|1930682119.0||50.0|2|15|1|6939|157
325|110855570.0||210.0|1|15|1|6940|157
326|53666476.0||176.0|2|15|1|6940|157
327|46174658.0|1993571.0|956.0|1|15|1|6941|157
328|182110720.0|6298677.0|573.0|2|15|1|6941|157
329|16620665.0|542343.0|10093.0|1|15|1|6945|157
330|8984356.0|271928.0|5017.0|2|15|1|6945|157
331|15944545.0|1339001.0|42556.0|1|15|1|6946|157
332|21480552.0|1437743.0|22563.0|2|15|1|6946|157
333|33744.0||1.0|1|15|1|6947|157
334|170954.0|5441.0|328.0|2|15|1|6947|157
335|5436513.0|389915.0|29.0|1|16|1|6925|157
336|16626976.0|1441190.0|19.0|2|16|1|6925|157
337|41662940.0||9.0|1|16|1|6926|157
338|16028456.0|10714679.0|9.0|2|16|1|6926|157
339|2959165636.0||194.0|1|16|1|6928|157
340|56056853.0|29853538.0|105.0|2|16|1|6928|157
341|492202.0||3.0|1|16|1|6929|157
342|2803336.0|157524.0|6078.0|1|16|1|6931|157
343|1436378.0|58087.0|4528.0|2|16|1|6931|157
344|22561299.0|1030770.0|782.0|1|16|1|6933|157
345|35826701.0|1314741.0|698.0|2|16|1|6933|157
346|3889817.0|156732.0|10211.0|1|16|1|6934|157
347|73026730.0|1979488.0|511.0|2|16|1|6934|157
348|53797202.0|2851454.0|3324.0|1|16|1|6935|157
349|28215832.0|1142631.0|4008.0|2|16|1|6935|157
350|5901553.0||12.0|1|16|1|6936|157
351|32907207.0||11.0|2|16|1|6936|157
352|8022655.0|1227514.0|10.0|1|16|1|6939|157
353|1569704841.0|107038336.0|158.0|2|16|1|6939|157
354|61568112.0||2794.0|1|16|1|6940|157
355|5638710.0||376.0|2|16|1|6940|157
356|26535941.0|1056938.0|1772.0|1|16|1|6941|157
357|118654353.0|6571231.0|226567.0|2|16|1|6941|157
358|15962656.0|536745.0|18124.0|1|16|1|6945|157
359|6956246.0|221207.0|17185.0|2|16|1|6945|157
360|31666870.0|2770825.0|53252.0|1|16|1|6946|157
361|45355027.0|3130032.0|38050.0|2|16|1|6946|157
362|274721.0||45.0|1|16|1|6947|157
363|11003551.0||109.0|2|16|1|6947|157
364|1312486.0||1461.0|1|17|1|6925|157
365|48389408.0||29.0|2|17|1|6925|157
366|209762774.0||19.0|1|17|1|6926|157
367|19131717.0|12598536.0|38.0|2|17|1|6926|157
368|1797639227.0||54.0|1|17|1|6928|157
369|136092114.0|83481852.0|12.0|2|17|1|6928|157
370|809290.0||9.0|1|17|1|6929|157
371|1599172.0||1.0|2|17|1|6929|157
372|1563614.0|92268.0|1385.0|1|17|1|6931|157
373|1545956.0|75775.0|655.0|2|17|1|6931|157
374|53543320.0||554.0|1|17|1|6933|157
375|24942400.0|1051274.0|297.0|2|17|1|6933|157
376|4973164.0|229099.0|196.0|1|17|1|6934|157
377|74140169.0|2267451.0|105.0|2|17|1|6934|157
378|13318416.0||3629.0|1|17|1|6935|157
379|8224440.0|353179.0|1124.0|2|17|1|6935|157
380|2589138.0|449027.0|3.0|1|17|1|6936|157
381|2741465.0||6.0|2|17|1|6936|157
382|151852885.0|20410603.0|34.0|1|17|1|6939|157
383|735350456.0|71254409.0|16.0|2|17|1|6939|157
384|166146261.0||75.0|1|17|1|6940|157
385|5503055.0|936682.0|132.0|2|17|1|6940|157
386|16270012.0||1191.0|1|17|1|6941|157
387|11520847.0|512165.0|228.0|2|17|1|6941|157
388|10863287.0|377416.0|8393.0|1|17|1|6945|157
389|4093195.0|138640.0|6716.0|2|17|1|6945|157
390|45483427.0||53275.0|1|17|1|6946|157
391|41879199.0|3402575.0|12165.0|2|17|1|6946|157
392|6752.0||103.0|1|17|1|6947|157
393|2403241.0||7.0|2|17|1|6947|157
394|10131163.0||14.0|1|18|1|6925|157
395|4997364.0||22.0|2|18|1|6925|157
396|38520770.0||7.0|1|18|1|6926|157
397|115195254.0|85930416.0|1.0|2|18|1|6926|157
398|633086156.0|633994305.0|51.0|1|18|1|6928|157
399|258160195.0|319119919.0|37.0|2|18|1|6928|157
400|7747.0|2696.0|1.0|2|18|1|6929|157
401|2234386.0|149914.0|2419.0|1|18|1|6931|157
402|2688269.0|134667.0|1355.0|2|18|1|6931|157
403|33165726.0|1690882.0|198.0|1|18|1|6933|157
404|14983944.0|662584.0|233.0|2|18|1|6933|157
405|1330343.0|61366.0|23.0|1|18|1|6934|157
406|79875403.0|2889758.0|101.0|2|18|1|6934|157
407|7178707.0||3502.0|1|18|1|6935|157
408|9671441.0|477367.0|94890.0|2|18|1|6935|157
409|1430866.0|429203.0|4.0|1|18|1|6936|157
410|5676612.0|902019.0|13.0|2|18|1|6936|157
411|2774234.0|1282032.0|4.0|2|18|1|6938|157
412|22904717.0||10.0|1|18|1|6939|157
413|270241910.0||4.0|2|18|1|6939|157
414|2620808.0||106.0|1|18|1|6940|157
415|2960090.0||278.0|2|18|1|6940|157
416|18377511.0|1153553.0|1135.0|1|18|1|6941|157
417|71709224.0|4024851.0|636.0|2|18|1|6941|157
418|5903988.0|212645.0|10648.0|1|18|1|6945|157
419|2253262.0|83915.0|2979.0|2|18|1|6945|157
420|8096162.0|948557.0|16604.0|1|18|1|6946|157
421|7824827.0|632163.0|9552.0|2|18|1|6946|157
422|1745566.0|9690535.0|319.0|1|18|1|6947|157
423|435516.0||4410.0|2|18|1|6947|157
424|25637504.0|9736993.0|708.0|1|19|1|6925|157
425|41213246.0|18036431.0|7.0|2|19|1|6925|157
426|177353124.0|151843428.0|8.0|1|19|1|6926|157
427|35920464.0|35424521.0|2.0|2|19|1|6926|157
428|341542191.0|391004225.0|37.0|1|19|1|6928|157
429|143699674.0|207030218.0|1189.0|2|19|1|6928|157
430|1619855.0|142093.0|1315.0|1|19|1|6931|157
431|1356420.0|80884.0|1256.0|2|19|1|6931|157
432|9906663.0|789376.0|118.0|1|19|1|6933|157
433|8726772.0|463697.0|1306.0|2|19|1|6933|157
434|3597967.0|198017.0|26.0|1|19|1|6934|157
435|59191402.0|2531711.0|96.0|2|19|1|6934|157
436|7830015.0|693535.0|2983.0|1|19|1|6935|157
437|5567568.0|369692.0|1855.0|2|19|1|6935|157
438|1771050.0|635240.0|1.0|1|19|1|6936|157
439|6063616.0|1809495.0|14.0|2|19|1|6936|157
440|563910.0|205581.0|1.0|2|19|1|6938|157
441|657743667.0|79389700.0|5.0|2|19|1|6939|157
442|1403106.0|685110.0|28.0|1|19|1|6940|157
443|35109412.0|9251492.0|687.0|2|19|1|6940|157
444|12463127.0|890860.0|1406.0|1|19|1|6941|157
445|6514092.0|362095.0|617.0|2|19|1|6941|157
446|5604272.0|278820.0|6944.0|1|19|1|6945|157
447|2583588.0|110551.0|2131.0|2|19|1|6945|157
448|6217875.0|991212.0|72739.0|1|19|1|6946|157
449|3681475.0|375354.0|8902.0|2|19|1|6946|157
450|465916.0|4714793.0|13.0|1|19|1|6947|157
451|1082015.0|6204215.0|45.0|2|19|1|6947|157
452|315534.0|119838.0|2.0|1|20|1|6925|157
453|27415669.0|11998105.0|13.0|2|20|1|6925|157
454|95314253.0|81604669.0|4.0|1|20|1|6926|157
455|142266300.0|162869262.0|17.0|1|20|1|6928|157
456|87457150.0|126000792.0|12.0|2|20|1|6928|157
457|2014132.0|176678.0|846.0|1|20|1|6931|157
458|1284380.0|76588.0|536.0|2|20|1|6931|157
